,puuid,championId,championLevel,championPoints
514,,16,2,4964
515,,15,2,4806
516,,115,2,4624
517,,497,2,4592
518,,91,2,4328
519,,99,2,4118
520,,36,2,4063
521,,5,2,3986
522,,45,2,3934
523,,98,2,3864
524,,2,2,3842
525,,24,2,3637
526,,51,2,3504
527,,412,2,3420
528,,32,2,3344
529,,113,2,3258
530,,38,2,3170
531,,223,2,3056
532,,33,2,3022
533,,114,2,3020
534,,421,2,2936
535,,48,2,2815
536,,526,2,2788
537,,10,2,2759
538,,420,2,2717
539,,221,2,2703
540,,53,2,2658
541,,254,2,2640
542,,267,2,2582
543,,555,2,2519
544,,110,2,2449
545,,44,2,2440
546,,28,2,2396
547,,29,2,2336
548,,27,2,2269
549,,120,2,2219
550,,92,2,2127
551,,350,2,1993
552,,9,2,1883
553,,75,2,1826
554,,888,1,1764
555,,57,1,1756
556,,122,1,1737
557,,498,1,1732
558,,119,1,1640
559,,41,1,1535
560,,202,1,1516
561,,77,1,1349
562,,201,1,1344
563,,105,1,1272
564,,31,1,1254
565,,141,1,1213
566,,86,1,1194
567,,133,1,1107
568,,96,1,1076
569,,30,1,1071
570,,8,1,1034
571,,37,1,1011
572,,26,1,983
573,,40,1,968
574,,200,1,915
575,,19,1,886
576,,238,1,879
577,,432,1,819
578,,222,1,812
579,,895,1,689
580,,59,1,608
581,,950,1,599
582,,154,1,507
583,,11,1,444
584,,101,1,409
585,,63,1,352
586,,121,1,331
587,,161,1,235
588,,74,1,182
589,,17,1,120
590,,523,7,147306
591,,236,5,73149
592,,555,5,67078
593,,145,7,62177
594,,235,7,50091
595,,81,6,46231
596,,895,5,44313
597,,110,5,44228
598,,221,5,43552
599,,202,5,39597
600,,51,5,38514
601,,222,5,31246
602,,360,5,28519
603,,119,5,25619
604,,498,5,23347
605,,22,4,18180
606,,429,4,15875
607,,96,4,14857
608,,29,4,14069
609,,15,3,10323
610,,64,3,8298
611,,67,3,8025
612,,21,3,7909
613,,104,3,7883
614,,497,3,7761
615,,266,3,7730
616,,111,3,6953
617,,777,3,6357
618,,18,2,5983
619,,412,2,5275
620,,43,2,4851
621,,350,2,4737
622,,267,2,4714
623,,234,2,3654
624,,8,2,3175
625,,115,2,3106
626,,121,2,3100
627,,897,2,3068
628,,58,2,2845
629,,517,2,2717
630,,12,2,2655
631,,518,2,2565
632,,24,2,2408
633,,84,2,2366
634,,133,2,2292
635,,76,2,2218
636,,136,2,2170
637,,103,2,2081
638,,59,2,2081
639,,203,2,1992
640,,142,2,1859
641,,888,2,1856
642,,112,2,1836
643,,82,2,1834
644,,14,1,1644
645,,99,1,1616
646,,39,1,1528
647,,117,1,1367
648,,147,1,1357
649,,902,1,1321
650,,53,1,1313
651,,102,1,1157
652,,11,1,1110
653,,31,1,1027
654,,238,1,969
655,,91,1,923
656,,163,1,921
657,,55,1,866
658,,92,1,862
659,,54,1,818
660,,105,1,812
661,,126,1,811
662,,62,1,788
663,,85,1,778
664,,57,1,764
665,,89,1,752
666,,245,1,723
667,,150,1,718
668,,711,1,713
669,,48,1,678
670,,157,1,650
671,,10,1,647
672,,4,1,601
673,,30,1,581
674,,50,1,571
675,,40,1,556
676,,45,1,552
677,,32,1,536
678,,7,1,493
679,,516,1,429
680,,25,1,258
681,,86,1,221
682,,56,1,216
683,,26,1,211
684,,254,1,207
685,,9,1,165
686,,268,1,160
687,,122,1,146
688,,421,1,135
689,,106,1,135
690,,127,1,132
691,,79,1,131
692,,200,1,125
693,,80,1,120
694,,101,1,118
695,,20,1,115
696,,166,1,112
697,,16,1,110
698,,131,1,108
699,,33,1,105
700,,154,1,103
701,,1,1,102
702,,114,1,99
703,,427,1,98
704,,876,1,95
705,,201,1,95
706,,246,1,90
707,,526,1,78
708,,13,1,71
709,,83,1,69
710,,78,5,2709722
711,,19,7,362168
712,,245,5,313469
713,,39,5,99516
714,,266,6,90490
715,,875,6,84230
716,,157,5,50393
717,,58,5,42480
718,,517,5,36723
719,,236,5,32345
720,,24,5,32039
721,,64,5,28800
722,,518,5,26121
723,,164,5,22654
724,,3,4,21021
725,,13,4,17861
726,,25,4,17748
727,,84,4,16655
728,,105,4,15189
729,,81,4,14448
730,,202,4,13776
731,,126,4,12994
732,,107,3,12226
733,,80,3,12189
734,,150,3,11195
735,,53,3,10323
736,,246,3,9697
737,,145,3,9524
738,,122,3,8249
739,,7,3,8093
740,,240,3,7948
741,,14,3,7468
742,,555,3,7388
743,,55,3,7256
744,,54,3,7073
745,,85,3,6994
746,,238,3,6901
747,,120,3,6799
748,,98,3,6486
749,,350,3,6422
750,,141,3,6406
751,,133,3,6111
752,,69,3,6090
753,,38,2,5966
754,,6,2,5592
755,,103,2,5266
756,,516,2,4912
757,,32,2,4364
758,,96,2,4316
759,,43,2,4211
760,,131,2,4205
761,,62,2,4146
762,,114,2,4111
763,,79,2,3743
764,,36,2,3709
765,,235,2,3445
766,,67,2,3406
767,,497,2,3329
768,,82,2,3271
769,,104,2,3199
770,,106,2,3040
771,,498,2,3038
772,,59,2,2893
773,,142,2,2842
774,,42,2,2790
775,,29,2,2726
776,,21,2,2691
777,,51,2,2674
778,,76,2,2672
779,,429,2,2635
780,,12,2,2616
781,,92,2,2604
782,,8,2,2441
783,,115,2,2326
784,,5,2,2291
785,,86,2,2255
786,,432,2,2251
787,,1,2,2224
788,,15,2,2207
789,,897,2,2159
790,,20,2,2094
791,,203,2,2051
792,,101,2,2007
793,,22,2,1959
794,,18,2,1952
795,,17,2,1944
796,,234,2,1922
797,,117,2,1856
798,,268,2,1854
799,,110,2,1821
800,,876,2,1803
801,,254,1,1784
802,,4,1,1660
803,,45,1,1608
804,,2,1,1601
805,,112,1,1600
806,,121,1,1596
807,,63,1,1587
808,,99,1,1538
809,,50,1,1520
810,,75,1,1451
811,,119,1,1409
812,,360,1,1362
813,,11,1,1339
814,,27,1,1325
815,,9,1,1293
816,,23,1,1290
817,,163,1,1235
818,,222,1,1217
819,,777,1,1096
820,,33,1,1072
821,,223,1,1063
822,,887,1,1049
823,,35,1,995
824,,16,1,980
825,,420,1,975
826,,412,1,967
827,,91,1,778
828,,113,1,765
829,,161,1,740
830,,30,1,711
831,,74,1,681
832,,127,1,672
833,,427,1,575
834,,26,1,546
835,,421,1,543
836,,154,1,501
837,,711,1,402
838,,68,1,319
839,,526,1,249
840,,102,1,243
841,,166,1,241
842,,89,1,225
843,,60,1,180
844,,57,1,125
845,,61,1,124
846,,10,1,113
847,,56,1,103
848,,111,1,102
849,,136,1,99
850,,37,1,98
851,,523,1,97
852,,48,1,83
853,,53,7,643992
854,,555,6,567486
855,,412,6,539919
856,,432,6,248896
857,,43,6,150862
858,,12,6,104927
859,,111,6,100728
860,,64,5,90564
861,,40,5,74788
862,,117,6,62324
863,,497,6,56164
864,,81,6,55090
865,,25,5,49523
866,,99,5,49304
867,,350,6,43068
868,,3,5,39768
869,,76,5,37452
870,,22,5,30810
871,,39,5,30334
872,,32,6,30021
873,,201,6,28430
874,,79,5,25647
875,,67,4,20814
876,,89,4,18458
877,,267,4,18241
878,,7,4,17871
879,,80,4,16313
880,,13,4,15503
881,,157,4,15351
882,,141,4,14600
883,,888,4,14121
884,,526,4,12821
885,,235,3,11955
886,,92,3,11895
887,,236,3,11095
888,,200,3,10394
889,,147,3,9676
890,,875,3,9013
891,,74,3,8872
892,,1,3,8754
893,,223,3,8124
894,,238,3,7852
895,,777,3,6321
896,,142,2,5347
897,,902,2,5227
898,,134,2,5202
899,,121,2,5181
900,,164,2,5115
901,,110,2,4963
902,,57,2,4892
903,,51,2,4275
904,,104,2,4145
905,,145,2,4010
906,,26,2,3555
907,,44,2,3243
908,,29,2,2939
909,,115,2,2826
910,,91,2,2818
911,,518,2,2616
912,,222,2,2560
913,,105,2,2522
914,,360,2,2504
915,,60,2,2397
916,,133,2,2250
917,,38,2,2200
918,,61,2,2098
919,,17,2,2083
920,,55,2,2056
921,,21,2,2053
922,,69,2,1981
923,,103,2,1932
924,,84,2,1892
925,,15,2,1884
926,,254,1,1799
927,,41,1,1744
928,,23,1,1699
929,,85,1,1685
930,,4,1,1589
931,,78,1,1484
932,,887,1,1442
933,,517,1,1405
934,,27,1,1398
935,,101,1,1380
936,,498,1,1360
937,,36,1,1359
938,,876,1,1345
939,,24,1,1267
940,,114,1,1242
941,,268,1,1240
942,,11,1,1234
943,,429,1,1198
944,,420,1,1183
945,,234,1,1174
946,,221,1,1134
947,,9,1,1119
948,,122,1,1116
949,,107,1,993
950,,56,1,966
951,,16,1,952
952,,202,1,942
953,,163,1,937
954,,421,1,830
955,,711,1,817
956,,246,1,692
957,,245,1,691
958,,150,1,616
959,,154,1,598
960,,516,1,592
961,,30,1,516
962,,18,1,420
963,,28,1,256
964,,58,1,228
965,,62,1,227
966,,33,1,195
967,,48,1,171
968,,63,1,164
969,,45,1,154
970,,131,1,148
971,,8,1,140
972,,10,1,111
973,,102,1,109
974,,136,1,69
975,,20,1,69
976,,19,1,64
977,,526,5,40041
978,,555,5,28292
979,,497,4,18162
980,,111,4,15862
981,,12,4,15532
982,,201,3,11160
983,,89,3,6144
984,,53,2,4249
985,,888,2,3233
986,,350,2,3194
987,,412,2,3116
988,,43,1,1659
989,,141,1,1457
990,,74,1,1308
991,,117,1,1273
992,,875,1,952
993,,420,1,777
994,,18,1,737
995,,221,1,704
996,,268,1,703
997,,96,1,643
998,,120,1,634
999,,51,1,595
1000,,902,1,587
1001,,68,1,530
1002,,29,1,461
1003,,79,1,278
1004,,223,1,135
1005,,203,1,88
1006,,64,6,64258
1007,,126,7,62438
1008,,114,7,46241
1009,,39,7,37875
1010,,85,6,33559
1011,,150,5,32696
1012,,164,6,24080
1013,,56,5,22452
1014,,236,5,22327
1015,,58,4,21283
1016,,517,4,18302
1017,,41,4,16741
1018,,777,4,16456
1019,,84,4,16197
1020,,24,4,15881
1021,,68,3,12168
1022,,92,3,11632
1023,,875,3,11610
1024,,887,3,11205
1025,,67,3,10532
1026,,266,3,8587
1027,,61,3,7862
1028,,59,3,7623
1029,,36,3,7608
1030,,268,3,6419
1031,,203,3,6316
1032,,62,3,6260
1033,,10,3,6025
1034,,13,2,5538
1035,,79,2,5460
1036,,104,2,4650
1037,,166,2,4603
1038,,429,2,4127
1039,,157,2,3765
1040,,223,2,3645
1041,,897,2,3631
1042,,134,2,2982
1043,,43,2,2880
1044,,246,2,2874
1045,,113,2,2796
1046,,107,2,2481
1047,,77,2,2348
1048,,133,2,2229
1049,,18,2,2029
1050,,8,2,2009
1051,,2,2,1874
1052,,516,1,1538
1053,,57,1,1291
1054,,69,1,1249
1055,,106,1,988
1056,,81,1,963
1057,,234,1,929
1058,,82,1,866
1059,,105,1,836
1060,,122,1,789
1061,,238,1,752
1062,,98,1,679
1063,,23,1,675
1064,,29,1,649
1065,,115,1,617
1066,,45,1,607
1067,,222,1,563
1068,,35,1,524
1069,,498,1,429
1070,,53,1,342
1071,,142,1,220
1072,,7,1,145
1073,,245,1,140
1074,,101,1,125
1075,,412,1,107
1076,,18,5,52743
1077,,126,5,50981
1078,,7,5,47198
1079,,134,5,38708
1080,,897,5,33880
1081,,517,5,31240
1082,,268,5,29773
1083,,518,5,29518
1084,,1,5,28598
1085,,103,5,27017
1086,,39,5,25212
1087,,84,5,24577
1088,,711,4,18876
1089,,142,4,17510
1090,,157,4,15469
1091,,85,4,14515
1092,,777,3,11459
1093,,236,3,9665
1094,,13,3,9350
1095,,23,3,8065
1096,,266,3,7834
1097,,166,3,7120
1098,,79,3,6211
1099,,887,2,5931
1100,,67,2,5447
1101,,68,2,5089
1102,,127,2,4538
1103,,64,2,4473
1104,,81,2,4010
1105,,136,2,3692
1106,,238,2,3460
1107,,112,2,3328
1108,,497,2,3154
1109,,15,2,2676
1110,,78,2,2526
1111,,45,2,2498
1112,,222,2,2424
1113,,61,2,2134
1114,,4,2,2093
1115,,22,2,2023
1116,,60,2,1985
1117,,498,2,1911
1118,,111,1,1769
1119,,150,1,1741
1120,,10,1,1532
1121,,105,1,1428
1122,,58,1,1252
1123,,164,1,1203
1124,,245,1,1180
1125,,117,1,1120
1126,,53,1,1044
1127,,429,1,899
1128,,50,1,881
1129,,69,1,824
1130,,101,1,783
1131,,8,1,775
1132,,110,1,774
1133,,25,1,730
1134,,555,1,697
1135,,30,1,647
1136,,14,1,624
1137,,360,1,599
1138,,141,1,472
1139,,234,1,444
1140,,145,1,425
1141,,163,1,262
1142,,523,1,257
1143,,254,1,191
1144,,122,1,173
1145,,62,1,161
1146,,246,1,154
1147,,92,1,141
1148,,42,1,135
1149,,29,1,133
1150,,24,1,108
1151,,121,1,102
1152,,64,5,498343
1153,,76,6,321395
1154,,107,5,205603
1155,,163,5,190931
1156,,421,5,171565
1157,,79,5,168372
1158,,104,5,143538
1159,,121,5,139166
1160,,28,7,136004
1161,,113,5,126157
1162,,517,5,116799
1163,,203,5,114175
1164,,80,7,111812
1165,,5,7,95466
1166,,266,5,88849
1167,,164,5,88302
1168,,245,5,86627
1169,,2,5,59848
1170,,6,7,59626
1171,,24,7,53782
1172,,141,5,53167
1173,,60,5,51873
1174,,59,5,49382
1175,,254,5,42231
1176,,78,5,38539
1177,,120,5,32718
1178,,57,5,30400
1179,,30,5,29880
1180,,13,5,28377
1181,,62,5,28267
1182,,84,5,24077
1183,,72,5,22505
1184,,20,5,22283
1185,,81,4,21474
1186,,234,4,21247
1187,,518,4,20315
1188,,427,4,20216
1189,,102,4,20143
1190,,14,4,19326
1191,,238,4,18814
1192,,48,4,15822
1193,,526,4,15746
1194,,154,4,14294
1195,,56,4,12803
1196,,86,4,12735
1197,,236,3,12168
1198,,39,3,11853
1199,,131,3,11710
1200,,31,3,10614
1201,,157,3,10606
1202,,145,3,10262
1203,,875,3,10113
1204,,85,3,10026
1205,,58,3,9924
1206,,897,3,9537
1207,,18,3,8948
1208,,516,3,8585
1209,,22,3,7937
1210,,43,3,7017
1211,,555,3,6958
1212,,3,3,6739
1213,,98,3,6663
1214,,91,3,6211
1215,,92,2,5687
1216,,111,2,5318
1217,,29,2,5034
1218,,68,2,4915
1219,,51,2,4688
1220,,19,2,4529
1221,,32,2,4484
1222,,55,2,4452
1223,,106,2,4353
1224,,202,2,4181
1225,,4,2,4133
1226,,523,2,4021
1227,,53,2,4016
1228,,21,2,3626
1229,,54,2,3506
1230,,876,2,3490
1231,,9,2,3374
1232,,12,2,3361
1233,,201,2,3356
1234,,350,2,3017
1235,,11,2,2959
1236,,82,2,2952
1237,,36,2,2926
1238,,497,2,2897
1239,,117,2,2798
1240,,412,2,2757
1241,,16,2,2514
1242,,150,2,2415
1243,,44,2,2405
1244,,8,2,2380
1245,,33,2,2363
1246,,246,2,2346
1247,,122,2,2346
1248,,119,2,2266
1249,,126,2,2156
1250,,127,2,2142
1251,,41,2,2051
1252,,902,2,1893
1253,,1,2,1863
1254,,25,1,1690
1255,,110,1,1592
1256,,67,1,1551
1257,,7,1,1414
1258,,114,1,1321
1259,,432,1,1311
1260,,161,1,1228
1261,,498,1,1083
1262,,15,1,1054
1263,,223,1,1045
1264,,112,1,995
1265,,429,1,990
1266,,143,1,950
1267,,61,1,948
1268,,240,1,932
1269,,37,1,911
1270,,268,1,757
1271,,69,1,743
1272,,45,1,735
1273,,360,1,615
1274,,75,1,569
1275,,26,1,565
1276,,99,1,469
1277,,50,1,313
1278,,35,1,307
1279,,103,1,265
1280,,10,1,259
1281,,235,1,251
1282,,200,1,239
1283,,23,1,187
1284,,222,1,157
1285,,136,1,151
1286,,267,1,146
1287,,74,1,133
1288,,221,1,114
1289,,64,7,148892
1290,,2,7,63807
1291,,203,5,53002
1292,,104,5,48417
1293,,62,5,37694
1294,,234,5,34774
1295,,163,7,33792
1296,,517,5,30050
1297,,245,5,24140
1298,,76,5,23037
1299,,121,5,22817
1300,,79,5,22038
1301,,254,4,15454
1302,,120,4,13703
1303,,43,4,12942
1304,,131,3,12589
1305,,60,3,12208
1306,,57,3,11679
1307,,113,3,11408
1308,,24,3,11260
1309,,246,3,10713
1310,,111,3,10135
1311,,56,3,9937
1312,,30,3,8652
1313,,117,3,8108
1314,,54,3,7581
1315,,91,3,7435
1316,,53,3,6462
1317,,5,3,6451
1318,,887,3,6312
1319,,59,3,6079
1320,,412,2,5977
1321,,777,2,5750
1322,,555,2,5609
1323,,48,2,5447
1324,,200,2,4838
1325,,14,2,4786
1326,,897,2,4776
1327,,81,2,3982
1328,,876,2,3879
1329,,1,2,3818
1330,,114,2,3682
1331,,7,2,3289
1332,,58,2,3234
1333,,950,2,3166
1334,,498,2,3082
1335,,238,2,3011
1336,,3,2,3008
1337,,497,2,2859
1338,,8,2,2759
1339,,85,2,2396
1340,,78,2,2186
1341,,36,2,2089
1342,,15,2,2086
1343,,134,2,2026
1344,,12,2,1994
1345,,429,2,1951
1346,,150,2,1933
1347,,122,1,1744
1348,,84,1,1743
1349,,18,1,1739
1350,,421,1,1731
1351,,875,1,1525
1352,,126,1,1486
1353,,44,1,1472
1354,,266,1,1467
1355,,267,1,1465
1356,,68,1,1409
1357,,103,1,1381
1358,,39,1,1322
1359,,55,1,1319
1360,,101,1,1271
1361,,89,1,1207
1362,,902,1,1204
1363,,74,1,1156
1364,,13,1,1143
1365,,145,1,1101
1366,,221,1,991
1367,,523,1,986
1368,,45,1,884
1369,,888,1,879
1370,,518,1,837
1371,,80,1,709
1372,,115,1,679
1373,,35,1,655
1374,,268,1,647
1375,,360,1,602
1376,,105,1,587
1377,,96,1,587
1378,,141,1,585
1379,,86,1,579
1380,,51,1,553
1381,,63,1,489
1382,,127,1,425
1383,,427,1,280
1384,,711,1,170
1385,,32,1,164
1386,,21,1,159
1387,,107,1,152
1388,,119,1,134
1389,,222,1,126
1390,,22,1,123
1391,,10,1,112
1392,,350,1,107
